Sobic.001G000100.1	Sb01g000200
Sobic.001G062600.2	Sb01g005680
Sobic.001G062600.3	Sb01g005680
Sobic.001G062700.1	Sb01g005690
Sobic.001G062800.1	Sb01g005700
Sobic.001G062900.1	Sb01g005710
Sobic.001G063000.1	Sb01g005720
Sobic.001G063100.1	Sb01g005730
Sobic.001G063100.2	Sb01g005730
Sobic.001G063200.1	Sb01g005740
Sobic.001G063300.1	Sb01g005750
Sobic.001G063400.1	Sb01g005760
Sobic.001G063400.2	Sb01g005760
Sobic.001G063500.1	Sb01g005770
Sobic.001G063600.1	Sb01g005780
Sobic.001G063700.1	Sb01g005790
Sobic.001G063700.2	Sb01g005790
Sobic.001G063700.3	Sb01g005790
Sobic.001G063800.1	Sb01g005800
Sobic.001G063800.2	Sb01g005800
Sobic.001G063900.1	Sb01g005810
Sobic.001G064000.1	Sb01g005820
Sobic.001G064000.2	Sb01g005820
Sobic.001G064000.3	Sb01g005820
Sobic.001G064000.4	Sb01g005820
Sobic.001G064200.1	Sb01g005835
Sobic.001G064200.2	Sb01g005835
Sobic.001G064200.3	Sb01g005835
Sobic.001G064200.4	Sb01g005835
Sobic.001G064200.5	Sb01g005835
Sobic.001G064400.1	Sb01g005850
Sobic.001G064500.1	Sb01g005860
Sobic.001G064500.2	Sb01g005860
Sobic.001G064600.1	Sb01g005870
Sobic.001G064700.1	Sb01g005880
Sobic.001G064900.1	Sb01g005900
Sobic.001G065000.1	Sb01g005910
Sobic.001G065000.2	Sb01g005910
Sobic.001G065100.1	Sb01g005920
Sobic.001G065200.1	Sb01g005930
Sobic.001G065300.1	Sb01g005940
Sobic.001G065300.2	Sb01g005940
Sobic.001G065500.1	Sb01g005950
Sobic.001G065500.2	Sb01g005950
Sobic.001G065600.1	Sb01g005960
Sobic.001G065800.1	Sb01g005990
Sobic.001G065900.1	Sb01g006000
Sobic.001G066000.1	Sb01g006010
Sobic.001G066100.1	Sb01g006020
Sobic.001G066100.2	Sb01g006020
Sobic.001G066300.1	Sb01g006030
Sobic.001G066300.2	Sb01g006030
Sobic.001G066700.1	Sb01g006060
Sobic.001G066900.1	Sb01g006080
Sobic.001G067000.1	Sb01g006090
Sobic.001G067100.1	Sb01g006100
Sobic.001G067200.1	Sb01g006110
Sobic.001G067300.1	Sb01g006120
Sobic.001G067300.2	Sb01g006120
Sobic.001G067300.3	Sb01g006120
Sobic.001G067300.4	Sb01g006120
Sobic.001G067400.1	Sb01g006130
Sobic.001G067500.1	Sb01g006140
Sobic.001G067601.1	Sb01g006150
Sobic.001G067800.1	Sb01g006170
Sobic.001G068500.1	Sb01g006200
Sobic.001G068700.1	Sb01g006220
Sobic.001G068800.1	Sb01g006230
Sobic.001G069000.1	Sb01g006240
Sobic.001G069200.1	Sb01g006250
Sobic.001G069400.1	Sb01g006270
Sobic.001G069400.2	Sb01g006270
Sobic.001G069500.1	Sb01g006280
Sobic.001G069700.1	Sb01g006300
Sobic.001G069700.2	Sb01g006300
Sobic.001G069800.1	Sb01g006310
Sobic.001G069900.1	Sb01g006320
Sobic.001G070100.1	Sb01g006340
Sobic.001G070300.1	Sb01g006360
Sobic.001G070500.1	Sb01g006370
Sobic.001G070600.1	Sb01g006380
Sobic.001G070600.2	Sb01g006380
Sobic.001G070700.1	Sb01g006383
Sobic.001G070800.1	Sb01g006390
Sobic.001G070900.1	Sb01g006400
Sobic.001G070900.2	Sb01g006400
Sobic.001G071000.1	Sb01g006410
Sobic.001G071100.1	Sb01g006420
Sobic.001G071250.1	Sb01g006425
Sobic.001G071300.1	Sb01g006430
Sobic.001G071400.3	Sb01g006440
Sobic.001G071400.4	Sb01g006440
Sobic.001G071500.1	Sb01g006450
Sobic.001G071600.1	Sb01g006460
Sobic.001G071600.2	Sb01g006460
Sobic.001G071600.3	Sb01g006460
Sobic.001G071600.4	Sb01g006460
Sobic.001G071600.5	Sb01g006460
Sobic.001G071700.1	Sb01g006470
Sobic.001G071800.2	Sb01g006480
Sobic.001G071800.3	Sb01g006480
Sobic.001G071800.4	Sb01g006480
Sobic.001G072000.1	Sb01g006490
Sobic.001G072100.1	Sb01g006500
Sobic.001G072300.1	Sb01g006510
Sobic.001G072500.2	Sb01g006520
Sobic.001G072500.3	Sb01g006520
Sobic.001G072500.4	Sb01g006520
Sobic.001G072500.5	Sb01g006520
Sobic.001G072500.6	Sb01g006520
Sobic.001G072500.7	Sb01g006520
Sobic.001G072600.1	Sb01g006530
Sobic.001G072700.1	Sb01g006540
Sobic.001G072800.1	Sb01g006550
Sobic.001G072800.2	Sb01g006550
Sobic.001G073000.1	Sb01g006570
Sobic.001G073300.1	Sb01g006610
Sobic.001G073400.1	Sb01g006620
Sobic.001G073500.1	Sb01g006630
Sobic.001G073600.1	Sb01g006640
Sobic.001G073600.2	Sb01g006640
Sobic.001G073700.1	Sb01g006650
Sobic.001G073800.1	Sb01g006670
Sobic.001G073900.1	Sb01g006680
Sobic.001G074000.1	Sb01g006690
Sobic.001G074100.1	Sb01g006700
Sobic.001G074100.2	Sb01g006700
Sobic.001G074200.1	Sb01g006710
Sobic.001G074300.1	Sb01g006720
Sobic.001G074400.1	Sb01g006730
Sobic.001G074601.1	Sb01g006740
Sobic.001G074700.1	Sb01g006750
Sobic.001G074800.1	Sb01g006760
Sobic.001G074900.1	Sb01g006770
Sobic.001G075000.1	Sb01g006780
Sobic.001G075101.1	Sb01g006790
Sobic.001G075101.2	Sb01g006790
Sobic.001G075300.1	Sb01g006800
Sobic.001G075400.1	Sb01g006810
Sobic.001G075600.1	Sb01g006820
Sobic.001G075700.1	Sb01g006830
Sobic.001G075800.1	Sb01g006840
Sobic.001G075800.2	Sb01g006840
Sobic.001G075800.3	Sb01g006840
Sobic.001G075800.4	Sb01g006840
Sobic.001G075900.1	Sb01g006850
Sobic.001G076100.1	Sb01g006870
Sobic.001G076200.1	Sb01g006880
Sobic.001G076300.1	Sb01g006890
Sobic.001G076400.1	Sb01g006900
Sobic.001G076400.2	Sb01g006900
Sobic.001G076400.3	Sb01g006900
Sobic.001G076500.1	Sb01g006910
Sobic.001G076600.1	Sb01g006920
Sobic.001G076600.2	Sb01g006920
Sobic.001G076600.3	Sb01g006920
Sobic.001G076700.1	Sb01g006930
Sobic.001G076700.2	Sb01g006930
Sobic.001G076800.1	Sb01g006940
Sobic.001G076900.1	Sb01g006950
Sobic.001G076900.2	Sb01g006950
Sobic.001G077000.1	Sb01g006960
Sobic.001G077100.1	Sb01g006970
Sobic.001G077200.1	Sb01g006980
Sobic.001G077200.2	Sb01g006980
Sobic.001G077300.1	Sb01g006990
Sobic.001G077300.2	Sb01g006990
Sobic.001G077300.3	Sb01g006990
Sobic.001G077400.1	Sb01g007000
Sobic.001G077700.1	Sb01g007020
Sobic.001G077800.1	Sb01g007030
Sobic.001G077900.1	Sb01g007040
Sobic.001G078000.1	Sb01g007050
Sobic.001G078000.2	Sb01g007050
Sobic.001G078100.1	Sb01g007060
Sobic.001G078200.1	Sb01g007070
Sobic.001G078200.2	Sb01g007070
Sobic.001G078400.1	Sb01g007080
Sobic.001G078500.1	Sb01g007090
Sobic.001G078600.1	Sb01g007100
Sobic.001G078700.1	Sb01g007110
Sobic.001G078800.1	Sb01g007120
Sobic.001G078900.1	Sb01g007130
Sobic.001G078900.2	Sb01g007130
Sobic.001G079100.1	Sb01g007140
Sobic.001G079200.1	Sb01g007150
Sobic.001G079300.1	Sb01g007160
Sobic.001G079500.1	Sb01g007170
Sobic.001G079600.1	Sb01g007180
Sobic.001G079900.1	Sb01g007200
Sobic.001G080000.2	Sb01g007210
Sobic.001G080000.3	Sb01g007210
Sobic.001G080100.1	Sb01g007220
Sobic.001G080200.1	Sb01g007230
Sobic.001G080300.1	Sb01g007240
Sobic.001G080600.1	Sb01g007260
Sobic.001G080600.2	Sb01g007260
Sobic.001G080700.1	Sb01g007270
Sobic.001G080800.1	Sb01g007280
Sobic.001G080900.1	Sb01g007290
Sobic.001G081000.1	Sb01g007300
Sobic.001G081200.1	Sb01g013980
Sobic.001G081200.2	Sb01g013980
Sobic.001G081300.1	Sb01g013990
Sobic.001G081500.1	Sb01g007330
Sobic.001G081600.1	Sb01g007340
Sobic.001G081700.1	Sb01g007350
Sobic.001G081800.1	Sb01g007360
Sobic.001G081900.1	Sb01g007370
Sobic.001G082000.1	Sb01g007380
Sobic.001G082100.1	Sb01g007390
Sobic.001G082200.1	Sb01g007400
Sobic.001G082200.2	Sb01g007400
Sobic.001G082300.1	Sb01g007410
Sobic.001G082400.1	Sb01g007420
Sobic.001G082400.2	Sb01g007420
Sobic.001G082600.1	Sb01g007440
Sobic.001G082600.2	Sb01g007440
Sobic.001G082600.3	Sb01g007440
Sobic.001G082600.4	Sb01g007440
Sobic.001G082700.1	Sb01g007450
Sobic.001G082800.1	Sb01g007460
Sobic.001G082900.1	Sb01g007470
Sobic.001G083000.1	Sb01g007480
Sobic.001G083100.1	Sb01g007490
Sobic.001G083200.1	Sb01g007500
Sobic.001G083400.1	Sb01g007520
Sobic.001G083400.2	Sb01g007520
Sobic.001G083400.3	Sb01g007520
Sobic.001G083400.4	Sb01g007520
Sobic.001G083500.1	Sb01g007530
Sobic.001G083600.1	Sb01g007540
Sobic.001G083800.1	Sb01g007550
Sobic.001G083800.2	Sb01g007550
Sobic.001G083800.3	Sb01g007550
Sobic.001G083800.4	Sb01g007550
Sobic.001G083800.5	Sb01g007550
Sobic.001G083900.1	Sb01g007560
Sobic.001G083900.2	Sb01g007560
Sobic.001G084000.1	Sb01g007570
Sobic.001G084100.1	Sb01g007580
Sobic.001G084100.2	Sb01g007580
Sobic.001G084100.3	Sb01g007580
Sobic.001G084100.4	Sb01g007580
Sobic.001G084100.5	Sb01g007580
Sobic.001G084300.1	Sb01g007600
Sobic.001G084400.1	Sb01g007610
Sobic.001G084500.1	Sb01g007620
Sobic.001G084600.1	Sb01g007630
Sobic.001G084700.1	Sb01g007640
Sobic.001G084700.2	Sb01g007640
Sobic.001G084900.1	Sb01g007650
Sobic.001G085000.1	Sb01g007655
Sobic.001G085100.1	Sb01g007660
Sobic.001G085200.1	Sb01g007670
Sobic.001G085200.2	Sb01g007670
Sobic.001G085200.3	Sb01g007670
Sobic.001G085300.1	Sb01g007680
Sobic.001G085400.1	Sb01g007690
Sobic.001G085600.1	Sb01g007710
Sobic.001G085700.1	Sb01g007720
Sobic.001G085800.1	Sb01g007730
Sobic.001G085800.2	Sb01g007730
Sobic.001G086000.1	Sb01g007750
Sobic.001G086200.1	Sb01g007760
Sobic.001G086300.1	Sb01g007770
Sobic.001G086400.1	Sb01g007780
Sobic.001G086400.2	Sb01g007780
Sobic.001G086500.1	Sb01g007790
Sobic.001G086600.1	Sb01g007800
Sobic.001G086700.1	Sb01g007810
Sobic.001G086800.1	Sb01g007820
Sobic.001G086900.1	Sb01g007830
Sobic.001G086900.2	Sb01g007830
Sobic.001G087000.1	Sb01g007840
Sobic.001G087000.2	Sb01g007840
Sobic.001G087000.3	Sb01g007840
Sobic.001G087000.4	Sb01g007840
Sobic.001G087000.5	Sb01g007840
Sobic.001G087000.6	Sb01g007840
Sobic.001G087100.1	Sb01g007850
Sobic.001G087100.2	Sb01g007850
Sobic.001G087400.1	Sb01g007870
Sobic.001G087700.1	Sb01g007880
Sobic.001G088000.1	Sb01g007940
Sobic.001G088100.2	Sb01g007950
Sobic.001G088100.3	Sb01g007950
Sobic.001G088200.1	Sb01g007960
Sobic.001G088400.1	Sb01g007970
Sobic.001G088500.1	Sb01g007980
Sobic.001G088600.1	Sb01g007990
Sobic.001G088800.1	Sb01g008010
Sobic.001G088900.1	Sb01g008020
Sobic.001G089000.1	Sb01g008030
Sobic.001G089100.2	Sb01g008040
Sobic.001G089100.3	Sb01g008040
Sobic.001G089100.4	Sb01g008040
Sobic.001G089300.2	Sb01g008050
Sobic.001G089400.1	Sb01g008060
Sobic.001G089500.1	Sb01g008070
Sobic.001G089600.1	Sb01g008080
Sobic.001G090000.1	Sb01g008120
Sobic.001G090100.1	Sb01g008130
Sobic.001G090200.1	Sb01g008140
Sobic.001G090200.2	Sb01g008140
Sobic.001G090200.3	Sb01g008140
Sobic.001G090300.1	Sb01g008150
Sobic.001G090300.2	Sb01g008150
Sobic.001G090400.1	Sb01g008160
Sobic.001G090500.1	Sb01g008170
Sobic.001G090500.2	Sb01g008170
Sobic.001G090600.1	Sb01g008180
Sobic.001G090600.2	Sb01g008180
Sobic.001G090700.1	Sb01g008190
Sobic.001G090800.1	Sb01g008195
Sobic.001G091000.1	Sb01g008210
Sobic.001G091400.1	Sb01g008230
Sobic.001G091500.1	Sb01g008240
Sobic.001G091600.1	Sb01g008250
Sobic.001G091801.1	Sb01g008270
Sobic.001G091900.1	Sb01g008280
Sobic.001G092000.1	Sb01g008290
Sobic.001G092100.1	Sb01g008300
Sobic.001G092200.1	Sb01g008310
Sobic.001G092200.2	Sb01g008310
Sobic.001G092200.3	Sb01g008310
Sobic.001G092200.4	Sb01g008310
Sobic.001G092500.1	Sb01g008340
Sobic.001G092600.1	Sb01g008350
Sobic.001G093000.1	Sb01g008360
Sobic.001G093100.1	Sb01g008370
Sobic.001G093200.1	Sb01g008380
Sobic.001G093200.2	Sb01g008380
Sobic.001G093300.1	Sb01g008390
Sobic.001G093500.10	Sb01g008400
Sobic.001G093500.3	Sb01g008400
Sobic.001G093500.5	Sb01g008400
Sobic.001G093500.6	Sb01g008400
Sobic.001G093500.7	Sb01g008400
Sobic.001G093500.8	Sb01g008400
Sobic.001G093500.9	Sb01g008400
Sobic.001G093800.1	Sb01g008410
Sobic.001G093900.1	Sb01g008420
Sobic.001G093900.2	Sb01g008420
Sobic.001G094000.1	Sb01g008430
Sobic.001G094200.1	Sb01g008440
Sobic.001G094300.1	Sb01g008450
Sobic.001G094600.1	Sb01g008465
Sobic.001G094800.1	Sb01g008480
Sobic.001G094900.1	Sb01g008490
Sobic.001G095000.1	Sb01g008500
Sobic.001G095100.1	Sb01g008510
Sobic.001G095100.2	Sb01g008510
Sobic.001G095300.1	Sb01g008530
Sobic.001G095432.1	Sb01g008540
Sobic.001G095500.1	Sb01g008550
Sobic.001G095632.1	Sb01g008560
Sobic.001G095700.1	Sb01g008570
Sobic.001G095750.1	Sb01g008580
Sobic.001G095800.1	Sb01g008590
Sobic.001G096000.1	Sb01g008600
Sobic.001G096100.1	Sb01g008610
Sobic.001G096200.2	Sb01g008620
Sobic.001G096200.3	Sb01g008620
Sobic.001G096300.1	Sb01g008630
Sobic.001G096500.1	Sb01g008650
Sobic.001G096700.1	Sb01g008655
Sobic.001G096800.1	Sb01g008660
Sobic.001G096900.1	Sb01g008670
Sobic.001G097000.1	Sb01g008680
Sobic.001G097100.3	Sb01g008690
Sobic.001G097100.4	Sb01g008690
Sobic.001G097400.1	Sb01g008710
Sobic.001G097500.1	Sb01g008720
Sobic.001G097600.1	Sb01g008730
Sobic.001G097600.2	Sb01g008730
Sobic.001G097600.3	Sb01g008730
Sobic.001G097900.1	Sb01g008740
Sobic.001G098000.1	Sb01g008750
Sobic.001G098000.2	Sb01g008750
Sobic.001G098100.1	Sb01g008760
Sobic.001G098200.1	Sb01g008770
Sobic.001G098200.2	Sb01g008770
Sobic.001G098500.1	Sb01g008800
Sobic.001G098500.2	Sb01g008800
Sobic.001G098600.1	Sb01g008810
Sobic.001G098700.1	Sb01g008820
Sobic.001G098800.1	Sb01g008830
Sobic.001G098900.1	Sb01g008840
Sobic.001G099000.1	Sb01g008850
Sobic.001G099100.1	Sb01g008860
Sobic.001G099200.1	Sb01g008870
Sobic.001G099300.1	Sb01g008880
Sobic.001G099400.1	Sb01g008885
Sobic.001G099500.1	Sb01g008890
Sobic.001G099600.1	Sb01g008900
Sobic.001G099700.1	Sb01g008910
Sobic.001G099800.1	Sb01g008920
Sobic.001G099900.1	Sb01g008930
Sobic.001G099900.2	Sb01g008930
Sobic.001G100000.1	Sb01g008940
Sobic.001G100000.2	Sb01g008940
Sobic.001G100100.1	Sb01g008950
Sobic.001G100200.1	Sb01g008960
Sobic.001G100400.1	Sb01g008970
Sobic.001G100400.2	Sb01g008970
Sobic.001G100400.3	Sb01g008970
Sobic.001G100501.1	Sb01g008980
Sobic.001G100600.1	Sb01g008990
Sobic.001G100700.1	Sb01g009000
Sobic.001G100900.1	Sb01g009020
Sobic.001G100900.2	Sb01g009020
Sobic.001G100900.3	Sb01g009020
Sobic.001G100900.4	Sb01g009020
Sobic.001G100900.5	Sb01g009020
Sobic.001G101100.1	Sb01g009030
Sobic.001G101100.2	Sb01g009030
Sobic.001G101200.1	Sb01g009040
Sobic.001G101300.1	Sb01g009050
Sobic.001G101400.1	Sb01g009060
Sobic.001G101500.1	Sb01g009070
Sobic.001G101700.2	Sb01g009080
Sobic.001G101900.1	Sb01g009100
Sobic.001G102100.1	Sb01g009110
Sobic.001G102200.1	Sb01g009120
Sobic.001G102300.1	Sb01g009130
Sobic.001G102400.1	Sb01g009135
Sobic.001G102500.1	Sb01g009140
Sobic.001G102600.1	Sb01g009150
Sobic.001G102700.1	Sb01g009170
Sobic.001G102700.2	Sb01g009170
Sobic.001G102800.1	Sb01g009180
Sobic.001G102901.1	Sb01g009190
Sobic.001G103000.2	Sb01g009200
Sobic.001G103100.1	Sb01g009210
Sobic.001G103200.1	Sb01g009220
Sobic.001G103300.1	Sb01g009225
Sobic.001G103300.2	Sb01g009225
Sobic.001G103300.3	Sb01g009225
Sobic.001G103400.1	Sb01g009230
Sobic.001G103500.1	Sb01g009240
Sobic.001G103600.1	Sb01g009250
Sobic.001G103900.1	Sb01g009280
Sobic.001G103900.2	Sb01g009280
Sobic.001G104000.1	Sb01g009290
Sobic.001G104100.1	Sb01g009300
Sobic.001G104100.2	Sb01g009300
Sobic.001G104300.1	Sb01g009310
Sobic.001G104300.3	Sb01g009310
Sobic.001G104300.4	Sb01g009310
Sobic.001G104300.5	Sb01g009310
Sobic.001G104400.1	Sb01g009320
Sobic.001G104500.1	Sb01g009330
Sobic.001G104600.1	Sb01g009340
Sobic.001G104700.1	Sb01g009350
Sobic.001G104800.1	Sb01g009360
Sobic.001G104900.1	Sb01g009370
Sobic.001G105000.1	Sb01g009380
Sobic.001G105000.2	Sb01g009380
Sobic.001G105000.3	Sb01g009380
Sobic.001G105000.4	Sb01g009380
Sobic.001G105100.1	Sb01g009390
Sobic.001G105100.2	Sb01g009390
Sobic.001G105200.1	Sb01g009400
Sobic.001G105300.1	Sb01g009410
Sobic.001G105400.4	Sb01g009420
Sobic.001G105400.5	Sb01g009420
Sobic.001G105400.6	Sb01g009420
Sobic.001G105400.7	Sb01g009420
Sobic.001G105500.1	Sb01g009430
Sobic.001G105600.1	Sb01g009433
Sobic.001G105800.1	Sb01g009440
Sobic.001G105900.1	Sb01g009450
Sobic.001G106100.2	Sb01g009470
Sobic.001G106100.3	Sb01g009470
Sobic.001G106100.4	Sb01g009470
Sobic.001G106200.1	Sb01g009480
Sobic.001G106300.1	Sb01g009490
Sobic.001G106400.1	Sb01g009500
Sobic.001G106500.1	Sb01g009510
Sobic.001G106600.1	Sb01g009520
Sobic.001G106600.2	Sb01g009520
Sobic.001G106700.1	Sb01g009530
Sobic.001G106800.1	Sb01g009540
Sobic.001G106800.2	Sb01g009540
Sobic.001G106800.3	Sb01g009540
Sobic.001G106900.2	Sb01g009550
Sobic.001G106900.3	Sb01g009550
Sobic.001G106900.4	Sb01g009550
Sobic.001G106900.5	Sb01g009550
Sobic.001G107100.1	Sb01g009560
Sobic.001G107100.2	Sb01g009560
Sobic.001G107100.3	Sb01g009560
Sobic.001G107200.1	Sb01g009570
Sobic.001G107300.2	Sb01g009580
Sobic.001G107300.3	Sb01g009580
Sobic.001G107300.4	Sb01g009580
Sobic.001G107300.5	Sb01g009580
Sobic.001G107400.1	Sb01g009590
Sobic.001G107400.2	Sb01g009590
Sobic.001G107400.3	Sb01g009590
Sobic.001G107500.1	Sb01g009600
Sobic.001G107600.1	Sb01g009610
Sobic.001G107600.2	Sb01g009610
Sobic.001G107600.3	Sb01g009610
Sobic.001G107800.1	Sb01g009620
Sobic.001G108000.1	Sb01g009640
Sobic.001G108000.2	Sb01g009640
Sobic.001G108100.1	Sb01g009650
Sobic.001G108200.1	Sb01g009660
Sobic.001G108300.1	Sb01g009663
Sobic.001G108400.1	Sb01g009670
Sobic.001G108500.1	Sb01g009680
Sobic.001G108600.1	Sb01g009685
Sobic.001G108600.2	Sb01g009685
Sobic.001G108600.3	Sb01g009685
Sobic.001G108800.1	Sb01g009700
Sobic.001G108900.1	Sb01g009710
Sobic.001G109000.1	Sb01g009730
Sobic.001G109100.1	Sb01g009740
Sobic.001G109300.1	Sb01g009760
Sobic.001G109400.1	Sb01g009770
Sobic.001G109400.2	Sb01g009770
Sobic.001G109500.1	Sb01g009780
Sobic.001G109500.2	Sb01g009780
Sobic.001G109700.1	Sb01g009790
Sobic.001G109800.1	Sb01g009800
Sobic.001G109800.2	Sb01g009800
Sobic.001G109900.1	Sb01g009810
Sobic.001G110000.1	Sb01g009820
Sobic.001G110300.1	Sb01g009840
Sobic.001G110500.1	Sb01g009850
Sobic.001G110600.1	Sb01g009860
Sobic.001G110600.2	Sb01g009860
Sobic.001G110900.1	Sb01g009870
Sobic.001G111000.1	Sb01g009880
Sobic.001G111300.1	Sb01g009910
Sobic.001G111300.2	Sb01g009910
Sobic.001G111500.1	Sb01g009930
Sobic.001G111700.1	Sb01g009950
Sobic.001G111800.1	Sb01g009960
Sobic.001G112100.1	Sb01g009980
Sobic.001G112200.1	Sb01g009990
Sobic.001G112300.1	Sb01g010000
Sobic.001G112400.1	Sb01g010010
Sobic.001G112500.1	Sb01g010020
Sobic.001G112600.1	Sb01g010030
Sobic.001G112700.1	Sb01g010040
Sobic.001G112900.1	Sb01g010050
Sobic.001G112900.2	Sb01g010050
Sobic.001G113000.1	Sb01g010060
Sobic.001G113200.1	Sb01g010070
Sobic.001G113400.1	Sb01g010080
Sobic.001G113500.1	Sb01g010090
Sobic.001G113500.2	Sb01g010090
Sobic.001G113500.3	Sb01g010090
Sobic.001G113700.1	Sb01g010100
Sobic.001G113800.1	Sb01g010110
Sobic.001G113900.1	Sb01g010120
Sobic.001G113900.2	Sb01g010120
Sobic.001G114000.1	Sb01g010130
Sobic.001G114200.1	Sb01g010136
Sobic.001G114200.2	Sb01g010136
Sobic.001G114400.1	Sb01g010140
Sobic.001G114400.2	Sb01g010140
Sobic.001G114500.1	Sb01g010150
Sobic.001G114650.1	Sb01g010160
Sobic.001G115100.1	Sb01g010165
Sobic.001G115300.2	Sb01g010170
Sobic.001G115300.3	Sb01g010170
Sobic.001G115300.4	Sb01g010170
Sobic.001G115300.5	Sb01g010170
Sobic.001G115400.1	Sb01g010180
Sobic.001G115500.1	Sb01g010190
Sobic.001G115600.1	Sb01g010200
Sobic.001G115700.1	Sb01g010210
Sobic.001G115800.1	Sb01g010220
Sobic.001G115900.1	Sb01g010230
Sobic.001G116000.1	Sb01g010240
Sobic.001G116000.2	Sb01g010240
Sobic.001G116100.1	Sb01g010250
Sobic.001G116200.1	Sb01g010260
Sobic.001G116200.2	Sb01g010260
Sobic.001G116500.1	Sb01g010280
Sobic.001G116600.1	Sb01g010290
Sobic.001G116700.1	Sb01g010300
Sobic.001G116800.1	Sb01g010310
Sobic.001G116900.2	Sb01g010320
Sobic.001G117300.1	Sb01g010350
Sobic.001G117500.1	Sb01g010370
Sobic.001G117600.1	Sb01g010380
Sobic.001G117600.2	Sb01g010380
Sobic.001G117800.1	Sb01g010390
Sobic.001G117900.1	Sb01g010400
Sobic.001G117900.2	Sb01g010400
Sobic.001G117900.3	Sb01g010400
Sobic.001G117900.4	Sb01g010400
Sobic.001G118000.1	Sb01g010410
Sobic.001G118100.1	Sb01g010420
Sobic.001G118200.1	Sb01g010430
Sobic.001G118300.1	Sb01g010440
Sobic.001G118400.1	Sb01g010450
Sobic.001G118600.1	Sb01g010460
Sobic.001G118800.1	Sb01g010480
Sobic.001G118900.1	Sb01g010490
Sobic.001G119000.1	Sb01g010500
Sobic.001G119100.1	Sb01g010510
Sobic.001G119200.1	Sb01g010520
Sobic.001G119300.1	Sb01g010530
Sobic.001G119400.1	Sb01g010540
Sobic.001G119600.1	Sb01g010560
Sobic.001G119700.1	Sb01g010570
Sobic.001G119800.1	Sb01g010580
Sobic.001G119800.2	Sb01g010580
Sobic.001G119900.1	Sb01g010590
Sobic.001G119900.2	Sb01g010590
Sobic.001G119900.3	Sb01g010590
Sobic.001G120000.1	Sb01g010600
Sobic.001G120100.1	Sb01g010610
Sobic.001G120100.2	Sb01g010610
Sobic.001G120200.1	Sb01g010620
Sobic.001G120300.1	Sb01g010630
Sobic.001G120400.1	Sb01g010640
Sobic.001G120500.1	Sb01g010650
Sobic.001G120900.1	Sb01g010660
Sobic.001G121100.1	Sb01g010670
Sobic.001G121200.1	Sb01g010680
Sobic.001G121600.1	Sb01g010690
Sobic.001G121700.1	Sb01g010700
Sobic.001G121900.1	Sb01g010710
Sobic.001G122000.1	Sb01g010720
Sobic.001G122000.2	Sb01g010720
Sobic.001G122000.3	Sb01g010720
Sobic.001G122100.1	Sb01g010730
Sobic.001G122100.2	Sb01g010730
Sobic.001G122100.3	Sb01g010730
Sobic.001G122100.4	Sb01g010730
Sobic.001G122100.5	Sb01g010730
Sobic.001G122200.1	Sb01g010740
Sobic.001G122200.2	Sb01g010740
Sobic.001G122200.3	Sb01g010740
Sobic.001G122300.1	Sb01g010750
Sobic.001G122300.2	Sb01g010750
Sobic.001G122400.1	Sb01g010760
Sobic.001G122500.1	Sb01g010770
Sobic.001G122600.1	Sb01g010780
Sobic.001G122900.1	Sb01g010810
Sobic.001G122900.2	Sb01g010810
Sobic.001G122900.3	Sb01g010810
Sobic.001G123000.3	Sb01g010820
Sobic.001G123100.1	Sb01g010825
Sobic.001G123300.1	Sb01g010840
Sobic.001G123300.2	Sb01g010840
Sobic.001G123400.1	Sb01g010850
Sobic.001G123500.1	Sb01g010860
Sobic.001G123600.1	Sb01g010870
Sobic.001G123700.1	Sb01g010880
Sobic.001G123800.1	Sb01g010890
Sobic.001G123900.1	Sb01g010900
Sobic.001G124000.1	Sb01g010910
Sobic.001G124000.2	Sb01g010910
Sobic.001G124000.3	Sb01g010910
Sobic.001G124000.4	Sb01g010910
Sobic.001G124200.1	Sb01g010930
Sobic.001G124300.1	Sb01g010940
Sobic.001G124400.1	Sb01g010950
Sobic.001G124500.1	Sb01g010960
Sobic.001G125000.1	Sb01g010990
Sobic.001G125000.2	Sb01g010990
Sobic.001G125000.3	Sb01g010990
Sobic.001G125100.1	Sb01g011000
Sobic.001G125100.2	Sb01g011000
Sobic.001G125100.3	Sb01g011000
Sobic.001G125100.4	Sb01g011000
Sobic.001G125100.5	Sb01g011000
Sobic.001G125100.6	Sb01g011000
Sobic.001G125100.7	Sb01g011000
Sobic.001G125200.1	Sb01g011010
Sobic.001G125300.1	Sb01g011020
Sobic.001G125500.1	Sb01g011025
Sobic.001G125700.1	Sb01g011030
Sobic.001G125700.2	Sb01g011030
Sobic.001G125700.3	Sb01g011030
Sobic.001G125800.1	Sb01g011040
Sobic.001G125800.2	Sb01g011040
Sobic.001G125900.1	Sb01g011050
Sobic.001G126100.1	Sb01g011060
Sobic.001G126200.1	Sb01g011070
Sobic.001G126300.1	Sb01g011080
Sobic.001G126400.1	Sb01g011090
Sobic.001G126600.1	Sb01g011100
Sobic.001G126800.1	Sb01g011110
Sobic.001G126900.1	Sb01g011120
Sobic.001G126900.2	Sb01g011120
Sobic.001G127000.1	Sb01g011140
Sobic.001G127000.2	Sb01g011140
Sobic.001G127000.3	Sb01g011140
Sobic.001G127000.4	Sb01g011140
Sobic.001G127200.1	Sb01g011150
Sobic.001G127400.1	Sb01g011160
